Startdatum,Starttid,Slutdatum,Sluttid,Kurs,Omgång,Undervisningstyp,Lokal,Lärare,Klass,Egen text,Undergrupp,Kurs 
2014-09-10,10:15,2014-09-10,12:00,TIG015GU,,"Förel,Projekt",Torg Grön,Lennart Petersson,N1SYS-1-GU,BIS Kap 4,,Informationsteknologi och informationssystem
2014-09-10,12:00,2014-09-10,16:00,TIG015GU,,Handled,Torg Grön,Henrik Sandklef,N1SYS-1-GU,Handl. Programmering,,Informationsteknologi och informationssystem
2014-09-10,16:00,2014-09-10,17:00,TIG015GU,,Själv,Torg Grön,,N1SYS-1-GU,,,Informationsteknologi och informationssystem
2014-09-11,08:00,2014-09-11,10:15,TIG015GU,,Själv,Torg Grön,,N1SYS-1-GU,,,Informationsteknologi och informationssystem
2014-09-11,10:15,2014-09-11,12:00,TIG015GU,,"Förel,Projekt",Torg Grön,Kjell Engberg,N1SYS-1-GU,BIS Kap 8,,Informationsteknologi och informationssystem
2014-09-11,12:00,2014-09-11,13:00,TIG015GU,,Själv,Torg Grön,,N1SYS-1-GU,,,Informationsteknologi och informationssystem
2014-09-11,13:00,2014-09-11,15:00,TIG015GU,,"Förel,Projekt",Torg Grön,Anna-Lena Fredriksson,N1SYS-1-GU,Referera och citera,,Informationsteknologi och informationssystem
2014-09-11,15:00,2014-09-11,17:00,TIG015GU,,Själv,Torg Grön,,N1SYS-1-GU,,,Informationsteknologi och informationssystem
2014-09-12,08:00,2014-09-12,10:15,TIG015GU,,Själv,Torg Grön,,N1SYS-1-GU,,,Informationsteknologi och informationssystem
2014-09-12,10:15,2014-09-12,12:00,TIG015GU,,Förel,Torg Grön,Henrik Sandklef,N1SYS-1-GU,OO-Programmering II,,Informationsteknologi och informationssystem
2014-09-12,12:00,2014-09-12,16:00,TIG015GU,,Handled,Torg Grön,Henrik Sandklef,N1SYS-1-GU,Handledning Programmering,,Informationsteknologi och informationssystem
2014-09-12,16:00,2014-09-12,17:00,TIG015GU,,Själv,Torg Grön,,N1SYS-1-GU,,,Informationsteknologi och informationssystem
2014-09-15,08:00,2014-09-15,10:15,TIG015GU,,Själv,Torg Grön,,N1SYS-1-GU,,,Informationsteknologi och informationssystem
2014-09-15,10:15,2014-09-15,12:00,TIG015GU,,Introd,Torg Grön,Lennart Petersson,N1SYS-1-GU,OO,,Informationsteknologi och informationssystem
2014-09-15,12:00,2014-09-15,16:00,TIG015GU,,Handled,Torg Grön,Henrik Sandklef,N1SYS-1-GU,,,Informationsteknologi och informationssystem
2014-09-15,16:00,2014-09-15,17:00,TIG015GU,,Själv,Torg Grön,,N1SYS-1-GU,,,Informationsteknologi och informationssystem
2014-09-15,23:45,2014-09-16,00:00,TIG015GU,,Inlämning,,,N1SYS-1-GU,Senast 23:59 Inl.uppg till GUL,,Informationsteknologi och informationssystem
2014-09-16,08:00,2014-09-16,10:15,TIG015GU,,Själv,Torg Grön,,N1SYS-1-GU,,,Informationsteknologi och informationssystem
2014-09-16,10:15,2014-09-16,12:00,TIG015GU,,"Förel,Projekt",Torg Grön,Kjell Engberg,N1SYS-1-GU,BIS Kap10-12,,Informationsteknologi och informationssystem
2014-09-16,12:00,2014-09-16,13:00,TIG015GU,,Själv,Torg Grön,,N1SYS-1-GU,,,Informationsteknologi och informationssystem
2014-09-16,13:00,2014-09-16,15:00,TIG015GU,,"Förel,Projekt",Torg Grön,Anna-Lena Fredriksson,N1SYS-1-GU,Muntlig presentationsteknik,,Informationsteknologi och informationssystem
2014-09-16,15:00,2014-09-16,17:00,TIG015GU,,Själv,Torg Grön,,N1SYS-1-GU,,,Informationsteknologi och informationssystem
2014-09-17,08:00,2014-09-17,10:15,TIG015GU,,Själv,Torg Grön,,N1SYS-1-GU,,,Informationsteknologi och informationssystem
2014-09-17,10:15,2014-09-17,12:00,TIG015GU,,"Förel,Projekt",Torg Grön,Lennart Petersson,N1SYS-1-GU,BIS Kap 5,,Informationsteknologi och informationssystem
2014-09-17,12:00,2014-09-17,13:00,TIG015GU,,Själv,Torg Grön,,N1SYS-1-GU,,,Informationsteknologi och informationssystem
2014-09-17,13:00,2014-09-17,16:00,TIG015GU,,Handled,Thanos,"Aida Hadzic,Magnus Bergquist",N1SYS-1-GU,Handledning projekt,,Informationsteknologi och informationssystem
2014-09-17,13:00,2014-09-17,15:45,TIG015GU,,Handled,Torg Grön,Henrik Sandklef,N1SYS-1-GU,Handledning Programmering,,Informationsteknologi och informationssystem
2014-09-18,08:00,2014-09-18,10:15,TIG015GU,,Själv,Torg Grön,,N1SYS-1-GU,,,Informationsteknologi och informationssystem
2014-09-18,10:15,2014-09-18,12:00,TIG015GU,,"Förel,Projekt",Torg Grön,Magnus Bergquist,N1SYS-1-GU,Projekt och rapporter,,Informationsteknologi och informationssystem
2014-09-18,12:00,2014-09-18,13:00,TIG015GU,,Själv,Torg Grön,,N1SYS-1-GU,,,Informationsteknologi och informationssystem
2014-09-18,13:00,2014-09-18,16:00,TIG015GU,,Handled,Torg Grön,"Aida Hadzic,Magnus Bergquist",N1SYS-1-GU,Handledning projekt,,Informationsteknologi och informationssystem
2014-09-19,08:00,2014-09-19,10:15,TIG015GU,,Själv,Torg Grön,,N1SYS-1-GU,,,Informationsteknologi och informationssystem
2014-09-19,10:15,2014-09-19,12:00,TIG015GU,,Förel,Torg Grön,Alan Carlson,N1SYS-1-GU,JAVA II,,Informationsteknologi och informationssystem
2014-09-19,12:00,2014-09-19,13:00,TIG015GU,,Själv,Torg Grön,,N1SYS-1-GU,,,Informationsteknologi och informationssystem
2014-09-19,13:00,2014-09-19,16:00,TIG015GU,,Handled,Thanos,"Aida Hadzic,Magnus Bergquist",N1SYS-1-GU,,,Informationsteknologi och informationssystem
2014-09-19,13:00,2014-09-19,16:00,TIG015GU,,Handled,Torg Grön,Henrik Sandklef,N1SYS-1-GU,Handledning programmering,,Informationsteknologi och informationssystem
2014-09-19,16:00,2014-09-19,17:00,TIG015GU,,Själv,Torg Grön,,N1SYS-1-GU,,,Informationsteknologi och informationssystem
2014-09-22,08:00,2014-09-22,10:15,TIG015GU,,Själv,Torg Grön,,N1SYS-1-GU,,,Informationsteknologi och informationssystem
2014-09-22,10:15,2014-09-22,12:00,TIG015GU,,Introd,Torg Grön,Lennart Petersson,N1SYS-1-GU,JAVA en inledning,,Informationsteknologi och informationssystem
2014-09-22,11:30,2014-09-22,12:00,TIG015GU,,Inlämning,,,N1SYS-1-GU,Inlämning senast 12:00,,Informationsteknologi och informationssystem
2014-09-22,12:00,2014-09-22,13:00,TIG015GU,,Själv,Torg Grön,,N1SYS-1-GU,,,Informationsteknologi och informationssystem
2014-09-22,13:00,2014-09-22,15:00,TIG015GU,,Handled,Torg Grön,Henrik Sandklef,N1SYS-1-GU,Handledning programmering,,Informationsteknologi och informationssystem
2014-09-22,15:00,2014-09-22,17:00,TIG015GU,,Själv,Torg Grön,,N1SYS-1-GU,,,Informationsteknologi och informationssystem
2014-09-23,08:00,2014-09-23,10:15,TIG015GU,,Själv,Torg Grön,,N1SYS-1-GU,,,Informationsteknologi och informationssystem
2014-09-23,10:15,2014-09-23,12:00,TIG015GU,,"Förel,Projekt",Torg Grön,Magnus Bergquist,N1SYS-1-GU,BIS Kap 13-14 och projekt,,Informationsteknologi och informationssystem
2014-09-23,12:00,2014-09-23,13:00,TIG015GU,,Själv,Torg Grön,,N1SYS-1-GU,,,Informationsteknologi och informationssystem
2014-09-23,13:00,2014-09-23,15:00,TIG015GU,,Förel,Torg Grön,,N1SYS-1-GU,Anders Jansson Volvo IT,,Informationsteknologi och informationssystem
2014-09-23,15:00,2014-09-23,17:00,TIG015GU,,Själv,Torg Grön,,N1SYS-1-GU,,,Informationsteknologi och informationssystem
2014-09-24,08:00,2014-09-24,17:00,TIG015GU,,Själv,Torg Grön,,N1SYS-1-GU,,,Informationsteknologi och informationssystem
2014-09-24,09:00,2014-09-24,16:00,TIG015GU,,Semin,Thanos,"Aida Hadzic,Anna-Lena Fredriksson,Magnus Bergquist",N1SYS-1-GU,Styrgruppsmöte 1,,Informationsteknologi och informationssystem
2014-09-25,08:00,2014-09-25,09:00,TIG015GU,,Själv,Torg Grön,,N1SYS-1-GU,,,Informationsteknologi och informationssystem
2014-09-25,09:00,2014-09-25,16:00,TIG015GU,,Semin,Thanos,"Aida Hadzic,Anna-Lena Fredriksson,Magnus Bergquist",N1SYS-1-GU,,,Informationsteknologi och informationssystem
2014-09-25,16:00,2014-09-25,17:00,TIG015GU,,Själv,Torg Grön,,N1SYS-1-GU,,,Informationsteknologi och informationssystem
2014-09-26,08:00,2014-09-26,10:15,TIG015GU,,Själv,Torg Grön,,N1SYS-1-GU,,,Informationsteknologi och informationssystem
2014-09-26,10:15,2014-09-26,12:00,TIG015GU,,Förel,Torg Grön,Alan Carlson,N1SYS-1-GU,Strukturdiagram,,Informationsteknologi och informationssystem
2014-09-26,12:00,2014-09-26,13:00,TIG015GU,,Själv,Torg Grön,,N1SYS-1-GU,,,Informationsteknologi och informationssystem
2014-09-26,13:00,2014-09-26,16:00,TIG015GU,,Handled,Torg Grön,Henrik Sandklef,N1SYS-1-GU,Handledning Programmering,,Informationsteknologi och informationssystem
2014-09-26,16:00,2014-09-26,17:00,TIG015GU,,Själv,Torg Grön,,N1SYS-1-GU,,,Informationsteknologi och informationssystem
2014-09-29,08:00,2014-09-29,10:15,TIG015GU,,Själv,Torg Grön,,N1SYS-1-GU,,,Informationsteknologi och informationssystem
2014-09-29,10:15,2014-09-29,12:00,TIG015GU,,Förel,Torg Grön,Henrik Sandklef,N1SYS-1-GU,Strukturdiagram,,Informationsteknologi och informationssystem
2014-09-29,12:00,2014-09-29,13:00,TIG015GU,,Själv,Torg Grön,,N1SYS-1-GU,,,Informationsteknologi och informationssystem
2014-09-29,13:00,2014-09-29,16:00,TIG015GU,,Handled,Torg Grön,Henrik Sandklef,N1SYS-1-GU,Handledning Programmering,,Informationsteknologi och informationssystem
2014-09-29,16:00,2014-09-29,17:00,TIG015GU,,Själv,Torg Grön,,N1SYS-1-GU,,,Informationsteknologi och informationssystem
2014-09-30,08:00,2014-09-30,10:00,TIG015GU,,Själv,Torg Grön,,N1SYS-1-GU,,,Informationsteknologi och informationssystem
2014-09-30,10:00,2014-09-30,16:00,TIG015GU,,Handled,Torg Grön,"Aida Hadzic,Magnus Bergquist",N1SYS-1-GU,Handledning Projekt,,Informationsteknologi och informationssystem
2014-09-30,16:00,2014-09-30,17:00,TIG015GU,,Själv,Torg Grön,,N1SYS-1-GU,,,Informationsteknologi och informationssystem
2014-10-01,08:00,2014-10-01,10:00,TIG015GU,,Själv,Torg Grön,,N1SYS-1-GU,,,Informationsteknologi och informationssystem
2014-10-01,10:00,2014-10-01,16:00,TIG015GU,,Handled,Torg Grön,"Aida Hadzic,Magnus Bergquist",N1SYS-1-GU,Handledning Projekt,,Informationsteknologi och informationssystem
2014-10-01,16:00,2014-10-01,17:00,TIG015GU,,Själv,Torg Grön,,N1SYS-1-GU,,,Informationsteknologi och informationssystem
2014-10-02,08:00,2014-10-02,17:00,TIG015GU,,Själv,Torg Grön,,N1SYS-1-GU,,,Informationsteknologi och informationssystem
2014-10-03,08:00,2014-10-03,10:15,TIG015GU,,Själv,Torg Grön,,N1SYS-1-GU,,,Informationsteknologi och informationssystem
2014-10-03,10:15,2014-10-03,12:00,TIG015GU,,Förel,Torg Grön,Alan Carlson,N1SYS-1-GU,OO inledning,,Informationsteknologi och informationssystem
2014-10-03,12:00,2014-10-03,13:00,TIG015GU,,Själv,Torg Grön,,N1SYS-1-GU,,,Informationsteknologi och informationssystem
2014-10-03,13:00,2014-10-03,16:00,TIG015GU,,Handled,Torg Grön,Henrik Sandklef,N1SYS-1-GU,Handledning Programmering,,Informationsteknologi och informationssystem
2014-10-03,16:00,2014-10-03,17:00,TIG015GU,,Själv,Torg Grön,,N1SYS-1-GU,,,Informationsteknologi och informationssystem
2014-10-03,23:45,2014-10-04,00:00,TIG015GU,,Inlämning,,,N1SYS-1-GU,Senast 23:59,,Informationsteknologi och informationssystem
2014-10-06,08:00,2014-10-06,10:15,TIG015GU,,Själv,Torg Grön,,N1SYS-1-GU,,,Informationsteknologi och informationssystem
2014-10-06,10:15,2014-10-06,12:00,TIG015GU,,Förel,Torg Grön,Lennart Petersson,N1SYS-1-GU,OO forts.,,Informationsteknologi och informationssystem
2014-10-06,12:00,2014-10-06,13:00,TIG015GU,,Inlämning,,,N1SYS-1-GU,,,Informationsteknologi och informationssystem
2014-10-06,13:00,2014-10-06,16:00,TIG015GU,,Handled,Torg Grön,Henrik Sandklef,N1SYS-1-GU,Handledning Programmering,,Informationsteknologi och informationssystem
2014-10-06,16:00,2014-10-06,17:00,TIG015GU,,Själv,Torg Grön,,N1SYS-1-GU,,,Informationsteknologi och informationssystem
2014-10-07,08:00,2014-10-07,17:00,TIG015GU,,Själv,Torg Grön,,N1SYS-1-GU,,,Informationsteknologi och informationssystem
2014-10-08,08:00,2014-10-08,17:00,TIG015GU,,Själv,Torg Grön,,N1SYS-1-GU,,,Informationsteknologi och informationssystem
2014-10-08,09:00,2014-10-08,16:00,TIG015GU,,Semin,Thanos,"Aida Hadzic,Anna-Lena Fredriksson,Magnus Bergquist",N1SYS-1-GU,Styrgruppsmöte 2,,Informationsteknologi och informationssystem
2014-10-09,08:00,2014-10-09,17:00,TIG015GU,,Själv,Torg Grön,,N1SYS-1-GU,,,Informationsteknologi och informationssystem
2014-10-09,09:00,2014-10-09,16:00,TIG015GU,,Semin,Thanos,"Aida Hadzic,Anna-Lena Fredriksson,Magnus Bergquist",N1SYS-1-GU,Styrgruppsmöte 2,,Informationsteknologi och informationssystem
2014-10-10,08:00,2014-10-10,10:15,TIG015GU,,Själv,Torg Grön,,N1SYS-1-GU,,,Informationsteknologi och informationssystem
2014-10-10,10:15,2014-10-10,12:00,TIG015GU,,Förel,Torg Grön,Lennart Petersson,N1SYS-1-GU,F6 Strängar,,Informationsteknologi och informationssystem
2014-10-10,12:00,2014-10-10,13:00,TIG015GU,,Själv,Torg Grön,,N1SYS-1-GU,,,Informationsteknologi och informationssystem
2014-10-10,13:00,2014-10-10,16:00,TIG015GU,,Handled,Torg Grön,Henrik Sandklef,N1SYS-1-GU,Handledning Programmering,,Informationsteknologi och informationssystem
2014-10-10,16:00,2014-10-10,17:00,TIG015GU,,Själv,Torg Grön,,N1SYS-1-GU,,,Informationsteknologi och informationssystem
2014-10-13,08:00,2014-10-13,10:15,TIG015GU,,Själv,Torg Grön,,N1SYS-1-GU,,,Informationsteknologi och informationssystem
2014-10-13,10:15,2014-10-13,12:00,TIG015GU,,Förel,Torg Grön,Alan Carlson,N1SYS-1-GU,"Format, Scanner, Läsa",,Informationsteknologi och informationssystem
2014-10-13,12:00,2014-10-13,13:00,TIG015GU,,Själv,Torg Grön,,N1SYS-1-GU,,,Informationsteknologi och informationssystem
2014-10-13,13:00,2014-10-13,16:00,TIG015GU,,Handled,Torg Grön,Henrik Sandklef,N1SYS-1-GU,,,Informationsteknologi och informationssystem
2014-10-13,16:00,2014-10-13,17:00,TIG015GU,,Själv,Torg Grön,,N1SYS-1-GU,,,Informationsteknologi och informationssystem
2014-10-14,08:00,2014-10-14,17:00,TIG015GU,,Själv,Torg Grön,,N1SYS-1-GU,,,Informationsteknologi och informationssystem
2014-10-15,08:00,2014-10-15,09:00,TIG015GU,,Själv,Torg Grön,,N1SYS-1-GU,,,Informationsteknologi och informationssystem
2014-10-15,09:00,2014-10-15,16:00,TIG015GU,,Handled,Torg Grön,Henrik Sandklef,N1SYS-1-GU,handledning Programmering,,Informationsteknologi och informationssystem
2014-10-15,16:00,2014-10-15,17:00,TIG015GU,,Själv,Torg Grön,,N1SYS-1-GU,,,Informationsteknologi och informationssystem
2014-10-16,08:00,2014-10-16,17:00,TIG015GU,,Själv,Torg Grön,,N1SYS-1-GU,,,Informationsteknologi och informationssystem
2014-10-17,08:00,2014-10-17,10:15,TIG015GU,,Själv,Torg Grön,,N1SYS-1-GU,,,Informationsteknologi och informationssystem
2014-10-17,10:15,2014-10-17,12:00,TIG015GU,,Förel,Torg Grön,Lennart Petersson,N1SYS-1-GU,F8 Arrayer,,Informationsteknologi och informationssystem
2014-10-17,12:00,2014-10-17,13:00,TIG015GU,,Själv,Torg Grön,,N1SYS-1-GU,,,Informationsteknologi och informationssystem
2014-10-17,13:00,2014-10-17,16:00,TIG015GU,,Handled,Torg Grön,Henrik Sandklef,N1SYS-1-GU,Handledning Programmering,,Informationsteknologi och informationssystem
2014-10-17,16:00,2014-10-17,17:00,TIG015GU,,Själv,Torg Grön,,N1SYS-1-GU,,,Informationsteknologi och informationssystem
2014-10-20,08:00,2014-10-20,10:15,TIG015GU,,Själv,Torg Grön,,N1SYS-1-GU,,,Informationsteknologi och informationssystem
2014-10-20,10:15,2014-10-20,12:00,TIG015GU,,Förel,Torg Grön,Alan Carlson,N1SYS-1-GU,Ett större sammanfattande ex.,,Informationsteknologi och informationssystem
2014-10-20,12:00,2014-10-20,13:00,TIG015GU,,Själv,Torg Grön,,N1SYS-1-GU,,,Informationsteknologi och informationssystem
2014-10-20,13:00,2014-10-20,16:00,TIG015GU,,Handled,Torg Grön,Henrik Sandklef,N1SYS-1-GU,Handledning Programmering,,Informationsteknologi och informationssystem
2014-10-20,16:00,2014-10-20,17:00,TIG015GU,,Själv,Torg Grön,,N1SYS-1-GU,,,Informationsteknologi och informationssystem
2014-10-21,08:00,2014-10-21,17:00,TIG015GU,,Själv,Torg Grön,,N1SYS-1-GU,,,Informationsteknologi och informationssystem
2014-10-22,08:00,2014-10-22,09:00,TIG015GU,,Själv,Torg Grön,,N1SYS-1-GU,,,Informationsteknologi och informationssystem
2014-10-22,09:00,2014-10-22,16:00,TIG015GU,,Handled,Torg Grön,Henrik Sandklef,N1SYS-1-GU,Handledning Programmering,,Informationsteknologi och informationssystem
2014-10-22,16:00,2014-10-22,17:00,TIG015GU,,Själv,Torg Grön,,N1SYS-1-GU,,,Informationsteknologi och informationssystem
2014-10-23,08:00,2014-10-23,17:00,TIG015GU,,Själv,Torg Grön,,N1SYS-1-GU,,,Informationsteknologi och informationssystem
2014-10-23,23:45,2014-10-24,00:00,TIG015GU,,Inlämning,,,N1SYS-1-GU,Inlämning senast 23:59,,Informationsteknologi och informationssystem
2014-10-24,08:00,2014-10-24,10:15,TIG015GU,,Själv,Torg Grön,,N1SYS-1-GU,,,Informationsteknologi och informationssystem
2014-10-24,10:15,2014-10-24,12:00,TIG015GU,,Förel,Torg Grön,,N1SYS-1-GU,Reserv,,Informationsteknologi och informationssystem
2014-10-24,12:00,2014-10-24,17:00,TIG015GU,,Själv,Torg Grön,,N1SYS-1-GU,,,Informationsteknologi och informationssystem
2014-10-24,23:45,2014-10-25,00:00,TIG015GU,,Inlämning,,,N1SYS-1-GU,Senast 23:59,,Informationsteknologi och informationssystem
2014-10-27,08:00,2014-10-27,09:00,TIG015GU,,Själv,Torg Grön,,N1SYS-1-GU,,,Informationsteknologi och informationssystem
2014-10-27,09:00,2014-10-27,16:00,TIG015GU,,Workshop,Torg Grön,"Alan Carlson,Henrik Sandklef",N1SYS-1-GU,Systemtest,,Informationsteknologi och informationssystem
2014-10-27,16:00,2014-10-27,17:00,TIG015GU,,Själv,Torg Grön,,N1SYS-1-GU,,,Informationsteknologi och informationssystem
2014-10-28,08:00,2014-10-28,09:00,TIG015GU,,Själv,Torg Grön,,N1SYS-1-GU,,,Informationsteknologi och informationssystem
2014-10-28,09:00,2014-10-28,16:00,TIG015GU,,Workshop,Torg Grön,"Alan Carlson,Henrik Sandklef",N1SYS-1-GU,Systemtest,,Informationsteknologi och informationssystem
2014-10-28,16:00,2014-10-28,17:00,TIG015GU,,Själv,Torg Grön,,N1SYS-1-GU,,,Informationsteknologi och informationssystem
2014-10-29,08:00,2014-10-29,09:00,TIG015GU,,Själv,Torg Grön,,N1SYS-1-GU,,,Informationsteknologi och informationssystem
2014-10-29,09:00,2014-10-29,16:00,TIG015GU,,Workshop,Torg Grön,"Alan Carlson,Henrik Sandklef,Lennart Petersson",N1SYS-1-GU,Systemtest,,Informationsteknologi och informationssystem
2014-10-29,16:00,2014-10-29,17:00,TIG015GU,,Själv,Torg Grön,,N1SYS-1-GU,,,Informationsteknologi och informationssystem
2014-10-30,08:00,2014-10-30,08:30,TIG015GU,,Själv,Torg Grön,,N1SYS-1-GU,,,Informationsteknologi och informationssystem
2014-10-30,08:30,2014-10-30,12:30,TIG015GU,,Tentamen,,,N1SYS-1-GU,Hus Saga,,Informationsteknologi och informationssystem
2014-10-30,12:30,2014-10-30,17:00,TIG015GU,,Själv,Torg Grön,,N1SYS-1-GU,,,Informationsteknologi och informationssystem
2014-10-31,08:00,2014-10-31,09:00,TIG015GU,,Själv,Torg Grön,,N1SYS-1-GU,,,Informationsteknologi och informationssystem
2014-10-31,09:00,2014-10-31,16:00,TIG015GU,,Workshop,Torg Grön,"Alan Carlson,Henrik Sandklef,Lennart Petersson",N1SYS-1-GU,Systemtest,,Informationsteknologi och informationssystem
2014-10-31,16:00,2014-10-31,17:00,TIG015GU,,Själv,Torg Grön,,N1SYS-1-GU,,,Informationsteknologi och informationssystem
2014-12-04,10:15,2014-12-04,12:00,TIG015GU,,Förel,Torg Grön,Lennart Petersson,N1SYS-1-GU,Lösning på tentafrågor,,Informationsteknologi och informationssystem
2014-12-18,08:30,2014-12-18,12:30,TIG015GU,,Tentamen,,,N1SYS-1-GU,Hus SAGA,,Informationsteknologi och informationssystem
