Startdatum,Starttid,Slutdatum,Sluttid,Kurs,Omgång,Undervisningstyp,Lokal,Lärare,Klass,Egen text,Undergrupp,Kurs 
2017-09-22,13:00,2017-09-22,16:00,TIG015GU,,Handl,Torg Grön,Henrik Sandklef,N1SYS-1-GU,"Handledning, programmering",,Informationsteknologi och informationssystem
2017-09-25,10:15,2017-09-25,12:00,TIG015GU,,Förel,Torg Grön,Henrik Sandklef,N1SYS-1-GU,,,Informationsteknologi och informationssystem
2017-09-25,13:00,2017-09-25,16:00,TIG015GU,,Handl,Torg Grön,Henrik Sandklef,N1SYS-1-GU,"Handledning, programmering",,Informationsteknologi och informationssystem
2017-09-26,10:15,2017-09-26,12:00,TIG015GU,,Handl,Torg Grön,Henrik Sandklef,N1SYS-1-GU,,,Informationsteknologi och informationssystem
2017-09-27,10:15,2017-09-27,12:00,TIG015GU,,Handl,Torg Grön,Henrik Sandklef,N1SYS-1-GU,,,Informationsteknologi och informationssystem
2017-09-29,10:15,2017-09-29,12:00,TIG015GU,,Förel,Torg Orange,Henrik Sandklef,N1SYS-1-GU,Lägga till objekt i spel,,Informationsteknologi och informationssystem
2017-09-29,13:00,2017-09-29,16:00,TIG015GU,,Handl,Torg Orange,Henrik Sandklef,N1SYS-1-GU,"Handledning, programmering",,Informationsteknologi och informationssystem
2017-09-29,23:45,2017-09-30,00:00,TIG015GU,,Inlämning,,,N1SYS-1-GU,I GUL senast 23:59,,Informationsteknologi och informationssystem
2017-10-02,10:15,2017-10-02,12:00,TIG015GU,,Förel,Torg Grön,Henrik Sandklef,N1SYS-1-GU,Arv- teori,,Informationsteknologi och informationssystem
2017-10-02,13:00,2017-10-02,16:00,TIG015GU,,Handl,Torg Grön,Henrik Sandklef,N1SYS-1-GU,"Handledning, programmering",,Informationsteknologi och informationssystem
2017-10-03,13:00,2017-10-03,15:00,TIG015GU,,Handl,Torg Grön,Henrik Sandklef,N1SYS-1-GU,,,Informationsteknologi och informationssystem
2017-10-04,09:00,2017-10-04,16:00,TIG015GU,,Handl,,Aida Hadzic,N1SYS-1-GU,Aidas kontor,,Informationsteknologi och informationssystem
2017-10-04,10:15,2017-10-04,12:00,TIG015GU,,Handl,Torg Grön,Henrik Sandklef,N1SYS-1-GU,,,Informationsteknologi och informationssystem
2017-10-05,09:00,2017-10-05,16:00,TIG015GU,,Handl,,Aida Hadzic,N1SYS-1-GU,Aidas kontor,,Informationsteknologi och informationssystem
2017-10-06,10:15,2017-10-06,12:00,TIG015GU,,Förel,Torg Grön,Henrik Sandklef,N1SYS-1-GU,förväntningar - interface,,Informationsteknologi och informationssystem
2017-10-06,13:00,2017-10-06,16:00,TIG015GU,,Handl,Torg Grön,Henrik Sandklef,N1SYS-1-GU,"Handledning, programmering",,Informationsteknologi och informationssystem
2017-10-09,10:15,2017-10-09,12:00,TIG015GU,,Förel,Torg Grön,Henrik Sandklef,N1SYS-1-GU,,,Informationsteknologi och informationssystem
2017-10-09,13:00,2017-10-09,16:00,TIG015GU,,Handl,Torg Grön,Henrik Sandklef,N1SYS-1-GU,"Handledning, programmering",,Informationsteknologi och informationssystem
2017-10-10,09:00,2017-10-10,16:00,TIG015GU,,Semin,Thanos,"Aida Hadzic,Anna-Lena Fredriksson,Kalevi Pessi",N1SYS-1-GU,Styrgruppsmöte 2,,Informationsteknologi och informationssystem
2017-10-11,09:00,2017-10-11,16:00,TIG015GU,,Semin,Thanos,"Aida Hadzic,Anna-Lena Fredriksson,Kalevi Pessi",N1SYS-1-GU,Styrgruppsmöte 2,,Informationsteknologi och informationssystem
2017-10-12,09:00,2017-10-12,16:00,TIG015GU,,Handl,Torg Grön,Henrik Sandklef,N1SYS-1-GU,"Handledning, programmering",,Informationsteknologi och informationssystem
2017-10-13,10:15,2017-10-13,12:00,TIG015GU,,Förel,Torg Grön,Henrik Sandklef,N1SYS-1-GU,Sammanfattning,,Informationsteknologi och informationssystem
2017-10-13,13:00,2017-10-13,16:00,TIG015GU,,Handl,Torg Grön,Henrik Sandklef,N1SYS-1-GU,"Handledning, programmering",,Informationsteknologi och informationssystem
2017-10-16,10:15,2017-10-16,12:00,TIG015GU,,Förel,Torg Grön,Henrik Sandklef,N1SYS-1-GU,Repetition inför tentan,,Informationsteknologi och informationssystem
2017-10-16,13:00,2017-10-16,16:00,TIG015GU,,Handl,Torg Grön,Henrik Sandklef,N1SYS-1-GU,"Handledning, programmering",,Informationsteknologi och informationssystem
2017-10-18,09:00,2017-10-18,12:00,TIG015GU,,Förel,Torg Grön,Henrik Sandklef,N1SYS-1-GU,Exception,,Informationsteknologi och informationssystem
2017-10-18,13:00,2017-10-18,16:00,TIG015GU,,Handl,Torg Grön,Henrik Sandklef,N1SYS-1-GU,,,Informationsteknologi och informationssystem
2017-10-19,13:00,2017-10-19,16:00,TIG015GU,,Handl,Torg Grön,,N1SYS-1-GU,Live-programmering,,Informationsteknologi och informationssystem
2017-10-19,23:45,2017-10-20,00:00,TIG015GU,,Inlämning,,,N1SYS-1-GU,I GUL senast 23:59,,Informationsteknologi och informationssystem
2017-10-23,09:00,2017-10-23,16:00,TIG015GU,,Repetition,Torg Grön,Henrik Sandklef,N1SYS-1-GU,,,Informationsteknologi och informationssystem
2017-10-23,23:45,2017-10-24,00:00,TIG015GU,,Inlämning,,,N1SYS-1-GU,I GUL senast 23:59,,Informationsteknologi och informationssystem
2017-10-24,09:00,2017-10-24,16:00,TIG015GU,,Repetition,Torg Grön,Henrik Sandklef,N1SYS-1-GU,,,Informationsteknologi och informationssystem
2017-10-25,09:00,2017-10-25,16:00,TIG015GU,,Repetition,Torg Grön,Henrik Sandklef,N1SYS-1-GU,,,Informationsteknologi och informationssystem
2017-10-26,08:30,2017-10-26,12:30,TIG015GU,,Tentamen,,,N1SYS-1-GU,,,Informationsteknologi och informationssystem
2017-10-27,09:00,2017-10-27,16:00,TIG015GU,,Repetition,Torg Grön,Henrik Sandklef,N1SYS-1-GU,,,Informationsteknologi och informationssystem
2017-12-14,08:30,2017-12-14,12:30,TIG015GU,,Tentamen,,,N1SYS-1-GU,,,Informationsteknologi och informationssystem
